Symbol	Name	MarketCap	Sector	Industry
BGNE	"BeiGene, Ltd."	6264467282	Health Care	Major Pharmaceuticals
BHAC	Barington/Hilco Acquisition Corp.	23700036.04	Finance	Business Services
BHACR	Barington/Hilco Acquisition Corp.	0	Finance	Business Services
BHACU	Barington/Hilco Acquisition Corp.	0	Finance	Business Services
BHACW	Barington/Hilco Acquisition Corp.	0	Finance	Business Services
BHBK	"Blue Hills Bancorp, Inc."	611145102.8	Finance	Major Banks
BHF	"Brighthouse Financial, Inc."	4995736251	Finance	Life Insurance
BHTG	"BioHiTech Global, Inc."	54916490.4	Consumer Services	Other Consumer Services
BIB	ProShares Ultra Nasdaq Biotechnology	380502500	n/a	n/a
BICK	First Trust BICK Index Fund	221797414.4	n/a	n/a
BIDU	"Baidu, Inc."	70681008463	Technology	"Computer Software: Programming, Data Processing"
BIIB	Biogen Inc.	75431120179	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
BILI	Bilibili Inc.	558600000	Technology	EDP Services
BIOC	"Biocept, Inc."	12271581.49	Health Care	Medical Specialities
BIOL	"Biolase, Inc."	24564056.4	Health Care	Medical/Dental Instruments
BIOS	"BioScrip, Inc."	405607570.6	Health Care	Medical/Nursing Services
BIS	ProShares UltraShort Nasdaq Biotechnology	29184165.36	n/a	n/a
BJRI	"BJ&#39;s Restaurants, Inc."	1276158292	Consumer Services	Restaurants
BKCC	BlackRock Capital Investment Corporation	432613847.2	n/a	n/a
BKEP	"Blueknight Energy Partners L.P., L.L.C."	135076830.7	Energy	Natural Gas Distribution
BKEPP	"Blueknight Energy Partners L.P., L.L.C."	192261196.1	Energy	Natural Gas Distribution
BKNG	Booking Holdings Inc.	1.00538E+11	Miscellaneous	Business Services
BKSC	Bank of South Carolina Corp.	112843687.4	Finance	Major Banks
BKYI	"BIO-key International, Inc."	32099392.35	Technology	Computer Communications Equipment
BL	"BlackLine, Inc."	2414523114	Technology	Computer Software: Prepackaged Software
BLBD	Blue Bird Corporation	615592248	Capital Goods	Construction/Ag Equipment/Trucks
BLCM	"Bellicum Pharmaceuticals, Inc."	357989925.8	Health Care	Major Pharmaceuticals
BLCN	Reality Shares Nasdaq NextGen Economy ETF	116286272.7	n/a	n/a
BLDP	"Ballard Power Systems, Inc."	512995480.9	Energy	Industrial Machinery/Components
BLDR	"Builders FirstSource, Inc."	2088429785	Consumer Services	RETAIL: Building Materials
BLFS	"BioLife Solutions, Inc."	257082725.9	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
BLIN          	"Bridgeline Digital, Inc."	5382114.525	Technology	Computer Software: Prepackaged Software
BLKB	"Blackbaud, Inc."	5307277246	Technology	Computer Software: Prepackaged Software
BLMN	"Bloomin&#39; Brands, Inc."	1813905449	Consumer Services	Restaurants
BLMT	"BSB Bancorp, Inc."	343912756.3	Finance	Major Banks
BLNK	Blink Charging Co.	81519049.3	Consumer Durables	Electrical Products
BLNKW	Blink Charging Co.	0	Consumer Durables	Electrical Products
BLPH	"Bellerophon Therapeutics, Inc."	147118528	Health Care	Major Pharmaceuticals
BLRX	BioLineRx Ltd.	73704651.07	Health Care	Major Pharmaceuticals
BLUE	"bluebird bio, Inc."	8517770276	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
BMCH	"BMC Stock Holdings, Inc."	1432128547	Consumer Services	RETAIL: Building Materials
BMLP	Bank Of Montreal	49430000	Finance	Commercial Banks
BMRA	"Biomerica, Inc."	35040442.05	Health Care	Medical/Dental Instruments
BMRC	Bank of Marin Bancorp	576522430.9	Finance	Major Banks
BMRN	BioMarin Pharmaceutical Inc.	17362083101	Health Care	Major Pharmaceuticals
BMTC	Bryn Mawr Bank Corporation	958306043.6	Finance	Major Banks
BNCL	"Beneficial Bancorp, Inc."	1242364328	Finance	Savings Institutions
BNDX	Vanguard Total International Bond ETF	11309207575	n/a	n/a
BNFT	"Benefitfocus, Inc."	1141847207	Technology	Computer Software: Prepackaged Software
BNSO	"Bonso Electronics International, Inc."	16672532.4	Capital Goods	Industrial Machinery/Components
BNTC	Benitec Biopharma Limited	3286261.44	Health Care	Major Pharmaceuticals
BNTCW	Benitec Biopharma Limited	0	Health Care	Major Pharmaceuticals
BOCH	Bank of Commerce Holdings (CA)	210468685.8	Finance	Major Banks
BOFI	"BofI Holding, Inc."	2619718928	Finance	Savings Institutions
BOFIL	"BofI Holding, Inc."	0	Finance	Savings Institutions
BOJA	"Bojangles&#39;, Inc."	546431812.4	Consumer Services	Restaurants
BOKF	BOK Financial Corporation	6314580708	Finance	Major Banks
BOKFL	BOK Financial Corporation	0	Finance	Major Banks
BOLD	"Audentes Therapeutics, Inc."	1449903285	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
BOMN	Boston Omaha Corporation	488952698.3	Finance	Real Estate
BOOM	DMC Global Inc.	685004019.2	Capital Goods	Industrial Specialties
BOSC	B.O.S. Better Online Solutions	8391722.5	Technology	Computer Communications Equipment
BOTJ	"Bank of the James Financial Group, Inc."	71666240.45	Finance	Major Banks
BOTZ	Global X Robotics & Artificial Intelligence ETF	0	n/a	n/a
BOXL	Boxlight Corporation	43717060.58	Miscellaneous	Industrial Machinery/Components
BPFH	"Boston Private Financial Holdings, Inc."	1355933853	Finance	Major Banks
BPFHW	"Boston Private Financial Holdings, Inc."	0	Finance	Major Banks
BPMC	Blueprint Medicines Corporation	2941923686	Health Care	Major Pharmaceuticals
BPOP	"Popular, Inc."	4710261965	Finance	Major Banks
BPOPM	"Popular, Inc."	0	Finance	Major Banks
BPOPN	"Popular, Inc."	301080000	Finance	Major Banks
BPRN	The Bank of Princeton	232676936.5	n/a	n/a
BPTH	"Bio-Path Holdings, Inc."	17918394.48	Health Care	Major Pharmaceuticals
BPY	Brookfield Property Partners L.P.	4977239654	Finance	Real Estate
BRAC	Black Ridge Acquisition Corp.	42540824.16	Finance	Business Services
BRACR	Black Ridge Acquisition Corp.	0	Finance	Business Services
BRACU	Black Ridge Acquisition Corp.	0	Finance	Business Services
BRACW	Black Ridge Acquisition Corp.	0	Finance	Business Services
BREW	"Craft Brew Alliance, Inc."	403575426.1	Consumer Non-Durables	Beverages (Production/Distribution)
BRID	Bridgford Foods Corporation	127075648	Consumer Non-Durables	Specialty Foods
BRKL	"Brookline Bancorp, Inc."	1526015343	Finance	Savings Institutions
BRKR	Bruker Corporation	4568526082	Capital Goods	Biotechnology: Laboratory Analytical Instruments
BRKS	"Brooks Automation, Inc."	2427276445	Technology	Industrial Machinery/Components
BRPA	Big Rock Partners Acquisition Corp.	89541805	Finance	Business Services
BRPAR	Big Rock Partners Acquisition Corp.	0	Finance	Business Services
BRPAU	Big Rock Partners Acquisition Corp.	0	Finance	Business Services
BRPAW	Big Rock Partners Acquisition Corp.	0	Finance	Business Services
BRQS	"Borqs Technologies, Inc. "	164342587.5	Technology	EDP Services
BSET	"Bassett Furniture Industries, Incorporated"	296848436.9	Consumer Durables	Home Furnishings
BSPM	"Biostar Pharmaceuticals, Inc."	6276507.44	Health Care	Major Pharmaceuticals
BSQR	BSQUARE Corporation	32996256.8	Miscellaneous	Business Services
BSRR	Sierra Bancorp	442703002	Finance	Major Banks
BSTC	BioSpecifics Technologies Corp	338780381.7	Health Care	Major Pharmaceuticals
BTAI	"BioXcel Therapeutics, Inc."	153795707.4	Health Care	Major Pharmaceuticals
BTEC	Principal Healthcare Innovators Index ETF	54480036.32	n/a	n/a
BURG	"Chanticleer Holdings, Inc."	11664021.27	Consumer Services	Restaurants
BUSE	First Busey Corporation	1590823385	Finance	Major Banks
BVNSC	Brandes Investment Trust	0	n/a	n/a
BVSN	"BroadVision, Inc."	10043525.79	Technology	Computer Software: Prepackaged Software
BVXV	BiondVax Pharmaceuticals Ltd.	36722186.61	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
BVXVW	BiondVax Pharmaceuticals Ltd.	0	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
BWB	"Bridgewater Bancshares, Inc."	389084759.6	Finance	Major Banks
BWEN	"Broadwind Energy, Inc."	36904845.6	Capital Goods	Metal Fabrications
BWFG	"Bankwell Financial Group, Inc."	249349981.3	Finance	Major Banks
BWINA	"Baldwin & Lyons, Inc."	358581993.4	Finance	Property-Casualty Insurers
BWINB	"Baldwin & Lyons, Inc."	374525655.9	Finance	Property-Casualty Insurers
BYFC	Broadway Financial Corporation	58402039.74	Finance	Savings Institutions
BYSI	"BeyondSpring, Inc."	605761710.4	Health Care	Major Pharmaceuticals
BZUN	Baozun Inc.	2124747813	Consumer Services	Catalog/Specialty Distribution
CA	CA Inc.	15443026060	Technology	Computer Software: Prepackaged Software
CAAS	"China Automotive Systems, Inc."	130148624.1	Capital Goods	Auto Parts:O.E.M.
CAC	Camden National Corporation	732408671.2	Finance	Major Banks
CACC	Credit Acceptance Corporation	7001747621	Finance	Finance: Consumer Services
CACG	ClearBridge All Cap Growth ETF	59568106.08	n/a	n/a
CADC	"China Advanced Construction Materials Group, Inc."	33625936.34	Basic Industries	Engineering & Construction
CAKE	The Cheesecake Factory Incorporated	2614847137	Consumer Services	Restaurants
CALA	"Calithera Biosciences, Inc."	177431195.7	Health Care	Major Pharmaceuticals
CALI	China Auto Logistics Inc.	10164827.4	Consumer Services	Motor Vehicles
CALL	magicJack VocalTec Ltd	138556392.3	Public Utilities	Telecommunications Equipment
CALM	"Cal-Maine Foods, Inc."	2288066013	Consumer Non-Durables	Farming/Seeds/Milling
CAMP	CalAmp Corp.	862277636	Technology	Radio And Television Broadcasting And Communications Equipment
CAMT	Camtek Ltd.	277935432.3	Capital Goods	Electronic Components
CAPR	"Capricor Therapeutics, Inc."	38134169.43	Health Care	Major Pharmaceuticals
CAR	"Avis Budget Group, Inc."	2714864627	Consumer Services	Rental/Leasing Companies
CARA	"Cara Therapeutics, Inc."	677495400	Health Care	Major Pharmaceuticals
CARB	"Carbonite, Inc."	1054698604	Technology	EDP Services
CARG	"CarGurus, Inc."	3885722496	Technology	EDP Services
CARO	Carolina Financial Corporation	1019594495	Finance	Major Banks
CART	"Carolina Trust BancShares, Inc."	60095788.44	Finance	Major Banks
CARV	"Carver Bancorp, Inc."	16677592.14	Finance	Savings Institutions
CARZ	First Trust NASDAQ Global Auto Index Fund	18652074.61	n/a	n/a
CASA	"Casa Systems, Inc."	1386086201	Technology	Radio And Television Broadcasting And Communications Equipment
CASH	"Meta Financial Group, Inc."	961714447.7	Finance	Savings Institutions
CASI	"CASI Pharmaceuticals, Inc."	669348965.5	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
CASM	"CAS Medical Systems, Inc."	53974185.24	Health Care	Medical/Dental Instruments
CASS	"Cass Information Systems, Inc"	874000912.6	Miscellaneous	Business Services
CASY	"Caseys General Stores, Inc."	3911487232	Consumer Durables	Automotive Aftermarket
CATB	"Catabasis Pharmaceuticals, Inc."	24683080.25	Health Care	Major Pharmaceuticals
CATC	Cambridge Bancorp	367388902.7	Finance	Major Banks
CATH	Global X S&P 500 Catholic Values ETF	0	n/a	n/a
CATM	Cardtronics plc	1209183212	Miscellaneous	Business Services
CATS	"Catasys, Inc."	107891299.4	Health Care	Hospital/Nursing Management
CATY	Cathay General Bancorp	3345480578	Finance	Major Banks
CATYW	Cathay General Bancorp	0	Finance	Major Banks
CAVM	"Cavium, Inc."	6038077858	Technology	Semiconductors
CBAK	"CBAK Energy Technology, Inc."	23081375.78	Miscellaneous	Industrial Machinery/Components
CBAN	"Colony Bankcorp, Inc."	147687015	Finance	Major Banks
CBAY	CymaBay Therapeutics Inc.	836280009.8	Health Care	Major Pharmaceuticals
CBFV	"CB Financial Services, Inc."	184891480.9	Finance	Major Banks
CBIO	"Catalyst Biosciences, Inc. "	135941574.9	Health Care	Major Pharmaceuticals
CBLI	"Cleveland BioLabs, Inc."	28132615.11	Health Care	Biotechnology: Commercial Physical & Biological Resarch
CBLK	"Carbon Black, Inc."	1557594180	Technology	Computer Software: Prepackaged Software
CBMG	"Cellular Biomedicine Group, Inc."	321415989.3	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
CBOE	"Cboe Global Markets, Inc."	11337892197	Finance	Investment Bankers/Brokers/Service
CBPO	"China Biologic Products Holdings, Inc."	3223494101	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
CBRL	"Cracker Barrel Old Country Store, Inc."	3812493535	Consumer Services	Restaurants
CBSH	"Commerce Bancshares, Inc."	6954404460	Finance	Major Banks
CBSHP	"Commerce Bancshares, Inc."	2391814544	Finance	Major Banks
CBTX	"CBTX, Inc."	893859818.8	Finance	Major Banks
CCBG	Capital City Bank Group	418261379.6	Finance	Major Banks
CCCL	"China Ceramics Co., Ltd."	7487304.66	Capital Goods	Building Materials
CCCR	"China Commercial Credit, Inc."	29090278.28	Finance	Major Banks
CCD	Calamos Dynamic Convertible & Income Fund	539145540.1	n/a	n/a
CCIH	ChinaCache International Holdings Ltd.	28754577.35	Technology	EDP Services
CCLP	CSI Compressco LP	221595448.5	Energy	Oilfield Services/Equipment
CCMP	Cabot Microelectronics Corporation	2875679602	Technology	Semiconductors
CCNE	CNB Financial Corporation	481956197.7	Finance	Major Banks
CCNI	"Command Center, Inc."	27669760.43	Technology	Professional Services
CCOI	"Cogent Communications Holdings, Inc."	2599289624	Consumer Services	Telecommunications Equipment
CCRC	"China Customer Relations Centers, Inc."	350828544	Miscellaneous	Business Services
CCRN	"Cross Country Healthcare, Inc."	442619172.5	Technology	Professional Services
CCXI	"ChemoCentryx, Inc."	671881607.3	Health Care	Major Pharmaceuticals
CDC	VictoryShares US EQ Income Enhanced Volatility Wtd ETF	30446000	n/a	n/a
CDEV	"Centennial Resource Development, Inc."	4925236711	Energy	Oil & Gas Production
CDK	"CDK Global, Inc."	8743968814	Miscellaneous	Business Services
CDL	VictoryShares US Large Cap High Div Volatility Wtd ETF	0	n/a	n/a
CDLX	"Cardlytics, Inc."	448242489.2	Technology	"Computer Software: Programming, Data Processing"
CDMO	"Avid Bioservices, Inc."	244429825.2	Health Care	Major Pharmaceuticals
CDMOP	"Avid Bioservices, Inc."	17870790	Health Care	Major Pharmaceuticals
CDNA	"CareDx, Inc."	459739470.6	Health Care	Medical Specialities
CDNS	"Cadence Design Systems, Inc."	12651941280	Technology	Computer Software: Prepackaged Software
CDOR	"Condor Hospitality Trust, Inc."	127441358.1	Consumer Services	Real Estate Investment Trusts
CDTI	"CDTI Advanced Materials, Inc."	8829348.48	Capital Goods	Pollution Control Equipment
CDTX	"Cidara Therapeutics, Inc."	112303049.3	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
CDW	CDW Corporation	12582365553	Consumer Services	Catalog/Specialty Distribution
CDXC	ChromaDex Corporation	230988015.5	Consumer Durables	Specialty Chemicals
CDXS	"Codexis, Inc."	825225735	Basic Industries	Major Chemicals
CDZI	"Cadiz, Inc."	321991057	Public Utilities	Water Supply
CECE	CECO Environmental Corp.	224773836.5	Capital Goods	Pollution Control Equipment
CECO	Career Education Corporation	1170857037	Consumer Services	Other Consumer Services
CELC	Celcuity Inc.	238420803.8	Health Care	Medical Specialities
CELG	Celgene Corporation	58271822906	Health Care	Major Pharmaceuticals
CELGZ	Celgene Corporation	0	Health Care	Major Pharmaceuticals
CELH	"Celsius Holdings, Inc."	242059377.8	Consumer Non-Durables	Beverages (Production/Distribution)
CEMI	"Chembio Diagnostics, Inc."	157914127.3	Health Care	Major Pharmaceuticals
CENT	Central Garden & Pet Company	2337999231	Consumer Durables	Consumer Specialties
CENTA	Central Garden & Pet Company	2170999286	Consumer Durables	Consumer Specialties
CENX	Century Aluminum Company	1333780485	Basic Industries	Aluminum
CERC	Cerecor Inc.	149840177	Health Care	Major Pharmaceuticals
CERCW	Cerecor Inc.	0	Health Care	Major Pharmaceuticals
CERN	Cerner Corporation	20891023165	Technology	EDP Services
CERS	Cerus Corporation	915116931	Health Care	Medical/Dental Instruments
CETV	Central European Media Enterprises Ltd.	1044209923	Consumer Services	Broadcasting
CETX	Cemtrex Inc.	24404570.17	Capital Goods	Industrial Machinery/Components
CETXP	Cemtrex Inc.	0	Capital Goods	Industrial Machinery/Components
CETXW	Cemtrex Inc.	0	Capital Goods	Industrial Machinery/Components
CEVA	"CEVA, Inc."	702185022	Technology	Semiconductors
CEY	VictoryShares Emerging Market High Div Volatility Wtd ETF	0	n/a	n/a
CEZ	VictoryShares Emerging Market Volatility Wtd ETF	0	n/a	n/a
CFA	VictoryShares US 500 Volatility Wtd ETF	10011980	n/a	n/a
CFBI	"Community First Bancshares, Inc."	85408372.5	Finance	Savings Institutions
CFBK	Central Federal Corporation	56830524.21	Finance	Savings Institutions
CFFI	C&F Financial Corporation	225261804.2	Finance	Major Banks
CFFN	"Capitol Federal Financial, Inc."	1847083260	Finance	Savings Institutions
CFMS	"ConforMIS, Inc."	72483134.43	Health Care	Industrial Specialties
CFO	VictoryShares US 500 Enhanced Volatility Wtd ETF	35035000	n/a	n/a
CFRX	ContraFect Corporation	179726754.6	Health Care	Major Pharmaceuticals
CG	The Carlyle Group L.P.	7929546348	Finance	Investment Managers
CGBD	"TCG BDC, Inc."	1070549619	n/a	n/a
CGEN	Compugen Ltd.	188750195.7	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
CGIX	"Cancer Genetics, Inc."	25249312.27	Health Care	Medical Specialities
CGNX	Cognex Corporation	8005783380	Capital Goods	Industrial Machinery/Components
CGO	Calamos Global Total Return Fund	121399864.3	n/a	n/a
CGVIC	Causeway ETMF Trust	0	n/a	n/a
CHCI	"Comstock Holding Companies, Inc."	11241889.8	Capital Goods	Homebuilding
CHCO	City Holding Company	1208251252	Finance	Major Banks
CHDN	"Churchill Downs, Incorporated"	4100316738	Consumer Services	Services-Misc. Amusement & Recreation
CHEF	"The Chefs&#39; Warehouse, Inc."	888343179.7	Consumer Non-Durables	Food Distributors
CHEK	Check-Cap Ltd.	21341195.46	Health Care	Medical Electronics
CHEKW	Check-Cap Ltd.	0	Health Care	Medical Electronics
CHEKZ	Check-Cap Ltd.	0	Health Care	Medical Electronics
CHFC	Chemical Financial Corporation	4015832948	Finance	Major Banks
CHFN	Charter Financial Corp.	371780217.4	Finance	Savings Institutions
CHFS	"CHF Solutions, Inc."	11849244.96	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
CHI	Calamos Convertible Opportunities and Income Fund	837050033.8	n/a	n/a
CHKE	Cherokee Inc.	7602651.6	Consumer Non-Durables	Apparel
CHKP	Check Point Software Technologies Ltd.	16350356273	Technology	Computer Software: Prepackaged Software
CHMA	"Chiasma, Inc."	37795190.7	Health Care	Major Pharmaceuticals
CHMG	Chemung Financial Corp	233812367.2	Finance	Major Banks
CHNR	"China Natural Resources, Inc."	53807578.56	Basic Industries	Precious Metals
CHRS	"Coherus BioSciences, Inc."	1016682222	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
CHRW	"C.H. Robinson Worldwide, Inc."	11760095703	Transportation	Oil Refining/Marketing
CHSCL	CHS Inc	0	Consumer Services	Farming/Seeds/Milling
